Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated,PER,PriceToBook,Volatilitas,ROI_Tahunan,DividendYield
BBTN,Bank Tabungan Negara (Persero),2009-12-17,10484100000.0,Utama,Financials,1340.0,14048694000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-17,2023-01-06,1.0,1340.0,0.2925,-0.2872,0.027
BBYB,Bank Neo Commerce Tbk.,2015-01-13,9327465018.0,Utama,Financials,615.0,5736390986070.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-01-13,2023-01-06,1.0,615.0,0.5351,0.4198,0.0481
BCAP,MNC Kapital Indonesia Tbk.,2001-06-08,42618850927.0,Utama,Financials,74.0,3153794968598.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-06-08,2023-01-06,1.0,74.0,0.4734,0.236,0.065
BCIC,Bank JTrust Indonesia Tbk.,1997-06-25,13996806290.0,Pengembangan,Financials,180.0,2519425132200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,180.0,0.5089,0.2289,0.0716
BCIP,Bumi Citra Permai Tbk.,2009-12-11,1429915525.0,Pengembangan,Properties & Real Estate,71.0,101524002275.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-11,2023-01-06,1.0,71.0,0.7257,0.1197,0.0048
BDMN,Bank Danamon Indonesia Tbk.,1989-12-06,9675817341.0,Utama,Financials,2620.0,25350641433420.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,2620.0,0.2942,0.4023,0.0387
BEBS,Berkah Beton Sadaya Tbk.,2021-03-10,9000000000.0,Pengembangan,Basic Materials,770.0,6930000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-03-10 09:00:00,2023-01-06 15:00:00,2021-03-10,2023-01-06,1.0,770.0,0.6779,0.2327,0.0209
BEEF,Estika Tata Tiara Tbk.,2019-01-10,1884312595.0,Pengembangan,Consumer Non-Cyclicals,60.0,113058755700.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-01-10,2023-01-06,1.0,60.0,0.7227,0.4286,0.0105
BEER,Jobubu Jarum Minahasa Tbk.,2023-01-06 00:00:00,4000000000.0,Pengembangan,Consumer Non-Cyclicals,258.0,1032000000000.0,2023-01-06 09:00:00,2023-01-06 15:59:00,2023-01-06 09:00:00,2023-01-06 15:00:00,2023-01-06,2023-01-06,1.0,258.0,0.7596,0.3655,0.0695
BEKS,Bank Pembangunan Daerah Banten,2001-07-13,51351733883.0,Pengembangan,Financials,50.0,2567586694150.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-07-13,2023-01-06,1.0,50.0,0.7019,0.2513,0.0403
BELI,Global Digital Niaga Tbk.,2022-11-08 00:00:00,118474705740.0,Utama,Technology,460.0,54498364640400.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06,1.0,460.0,0.6858,-0.0305,0.0279
BELL,Trisula Textile Industries Tbk,2017-10-03,7250000000.0,Pengembangan,Consumer Cyclicals,137.0,993250000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-10-03,2023-01-06,1.0,137.0,0.4668,0.1903,0.0661
BESS,Batulicin Nusantara Maritim Tb,2020-03-09,3412610636.0,Pengembangan,Energy,168.0,573318586848.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-03-09,2023-01-06,1.0,168.0,0.093,0.1274,0.07
BEST,Bekasi Fajar Industrial Estate,2012-04-10,9647311150.0,Utama,Properties & Real Estate,128.0,1234855827200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-04-10,2023-01-06,1.0,128.0,0.071,0.2686,0.0791
BFIN,BFI Finance  Indonesia Tbk.,1990-05-16,15967115620.0,Utama,Financials,1070.0,17084813713400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1070.0,0.0937,0.1744,0.045
BGTG,Bank Ganesha Tbk.,2016-05-12,16303371203.0,Pengembangan,Financials,87.0,1418393294661.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-05-12,2023-01-06,1.0,87.0,0.7129,0.0142,0.0769
BHAT,Bhakti Multi Artha Tbk.,2020-04-15,5000000000.0,Pengembangan,Financials,820.0,4100000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2022-04-18 09:00:00,2023-01-06 15:00:00,2020-04-15,2023-01-06,1.0,820.0,0.5394,-0.2804,0.0296
BHIT,MNC Investama Tbk.,1997-11-24,86068156705.0,Utama,Industrials,57.0,4905884932185.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,57.0,0.6407,-0.0214,0.0399
BIKA,Binakarya Jaya Abadi Tbk.,2015-07-14,592280000.0,Pengembangan,Properties & Real Estate,95.0,56266600000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-07-14,2023-01-06,1.0,95.0,0.5275,-0.2998,0.0218
BIKE,Sepeda Bersama Indonesia Tbk.,2022-03-21,1293334000.0,Pengembangan,Consumer Cyclicals,193.0,249613462000.0,2022-03-21 09:00:00,2023-01-06 15:59:00,2022-03-21 09:00:00,2023-01-06 15:00:00,2022-03-21,2023-01-06,1.0,193.0,0.273,-0.0609,0.0368
BIMA,Primarindo Asia Infrastructure,1994-08-30,608175716.0,Pengembangan,Consumer Cyclicals,113.0,68723855908.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,113.0,0.5331,0.3152,0.0698
BINA,Bank Ina Perdana Tbk.,2014-01-16,5877722813.0,Utama,Financials,3930.0,23099450655090.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-01-16,2023-01-06,1.0,3930.0,0.7933,0.011,0.0213
BINO,Perma Plasindo Tbk.,2021-11-25,2175000000.0,Pengembangan,Industrials,130.0,282750000000.0,2021-11-25 09:00:00,2023-01-06 15:59:00,2021-11-25 09:00:00,2023-01-06 15:00:00,2021-11-25,2023-01-06,1.0,130.0,0.7316,-0.2783,0.012
BIPI,Astrindo Nusantara Infrastrukt,2010-02-11,44693066193.0,Pengembangan,Energy,153.0,6838039127529.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-02-11,2023-01-06,1.0,153.0,0.4857,-0.1347,0.0721
BIPP,Bhuwanatala Indah Permai Tbk.,1995-10-23,5028669366.0,Pengembangan,Properties & Real Estate,50.0,251433468300.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.4906,-0.1773,0.0244
BIRD,Blue Bird Tbk.,2014-11-05,2502100000.0,Utama,Transportation & Logistic,1385.0,3465408500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-11-05,2023-01-06,1.0,1385.0,0.3289,0.045,0.0585
BISI,BISI International Tbk.,2007-05-28,3000000000.0,Utama,Consumer Non-Cyclicals,1550.0,4650000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-05-28,2023-01-06,1.0,1550.0,0.2285,-0.241,0.0775
BJBR,Bank Pembangunan Daerah Jawa B,2010-07-08,10416229249.0,Utama,Financials,1345.0,14009828339905.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-07-08,2023-01-06,1.0,1345.0,0.1893,0.3417,0.0206
BJTM,Bank Pembangunan Daerah Jawa T,2012-07-12,14865343101.0,Utama,Financials,705.0,10480066886205.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-07-12,2023-01-06,1.0,705.0,0.0723,0.3656,0.0453
BKDP,Bukit Darmo Property Tbk,2007-06-15,7513992252.0,Pengembangan,Properties & Real Estate,80.0,601119380160.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-06-15,2023-01-06,1.0,80.0,0.5079,0.3999,0.0471
BKSL,Sentul City Tbk.,1997-07-28,67083561082.0,Utama,Properties & Real Estate,50.0,3354178054100.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.3306,0.0433,0.0582
BKSW,Bank QNB Indonesia Tbk.,2002-11-21,20232319124.0,Pengembangan,Financials,100.0,2023231912400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-11-21,2023-01-06,1.0,100.0,0.3839,0.1164,0.0407
BLTA,Berlian Laju Tanker Tbk,1990-03-26,25940187103.0,Utama,Transportation & Logistic,50.0,1297009355150.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.6501,0.0872,0.0799
BLTZ,Graha Layar Prima Tbk.,2014-04-10,873937142.0,Pengembangan,Consumer Cyclicals,2820.0,2464502740440.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-04-10,2023-01-06,1.0,2820.0,0.6681,-0.1562,0.0116
BLUE,Berkah Prima Perkasa Tbk.,2019-07-08,418000000.0,Pengembangan,Industrials,280.0,117040000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-08,2023-01-06,1.0,280.0,0.6805,0.1926,0.0035
BMAS,Bank Maspion Indonesia Tbk.,2013-07-11,4399026922.0,Pengembangan,Financials,1090.0,4794939344980.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-07-11,2023-01-06,1.0,1090.0,0.8168,0.1888,0.0784
BMHS,Bundamedik Tbk.,2021-07-06,8603416176.0,Utama,Healthcare,420.0,3613434793920.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-07-06 09:00:00,2023-01-06 15:00:00,2021-07-06,2023-01-06,1.0,420.0,0.5518,0.3349,0.0321
BMRI,Bank Mandiri (Persero) Tbk.,2003-07-14,46199999998.0,Utama,Financials,9800.0,452759999980400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2003-07-14,2023-01-06,1.0,9800.0,0.6497,0.0926,0.02
BMSR,Bintang Mitra Semestaraya Tbk,1999-12-29,1159200024.0,Utama,Basic Materials,725.0,840420017400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,725.0,0.8274,-0.0246,0.0114
BMTR,Global Mediacom Tbk.,1995-07-17,16583997586.0,Utama,Industrials,268.0,4444511353048.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,268.0,0.2222,0.2233,0.041
BNBA,Bank Bumi Arta Tbk.,2006-06-01,2744280000.0,Utama,Financials,920.0,2524737600000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-06-01,2023-01-06,1.0,920.0,0.8245,0.2151,0.033
BNBR,Bakrie & Brothers Tbk,1989-08-28,21160865261.0,Pengembangan,Industrials,70.0,1481260568270.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,70.0,0.2393,0.0098,0.0057
BNGA,Bank CIMB Niaga Tbk.,1989-11-29,24880290775.0,Utama,Financials,1145.0,28487932937375.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1145.0,0.3635,0.4295,0.0592
BNII,Bank Maybank Indonesia Tbk.,1989-11-21,75357433911.0,Utama,Financials,222.0,16729350328242.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,222.0,0.0721,0.3706,0.0412
BNLI,Bank Permata Tbk.,1990-01-15,35819545925.0,Utama,Financials,1010.0,36177741384250.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1010.0,0.4153,0.1583,0.0553
BOBA,Formosa Ingredient Factory Tbk,2021-11-01,1155750000.0,Pengembangan,Consumer Non-Cyclicals,185.0,213813750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-11-01 09:00:00,2023-01-06 15:00:00,2021-11-01,2023-01-06,1.0,185.0,0.7697,0.4285,0.059
BOGA,Bintang Oto Global Tbk.,2016-12-19,3803526210.0,Pengembangan,Consumer Cyclicals,1260.0,4792443024600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-12-19,2023-01-06,1.0,1260.0,0.5894,-0.2902,0.0318
BOLA,Bali Bintang Sejahtera Tbk.,2019-06-17,6000000000.0,Pengembangan,Consumer Cyclicals,214.0,1284000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-17,2023-01-06,1.0,214.0,0.6101,0.3137,0.0401
BOLT,Garuda Metalindo Tbk.,2015-07-07,2343750000.0,Pengembangan,Consumer Cyclicals,715.0,1675781250000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-07-07,2023-01-06,1.0,715.0,0.6101,-0.2946,0.0118
BOSS,Borneo Olah Sarana Sukses Tbk.,2018-02-15,1400000000.0,Pengembangan,Energy,88.0,123200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-02-15,2023-01-06,1.0,88.0,0.1797,-0.0758,0.0547
BPFI,Batavia Prosperindo Finance Tb,2009-06-01,2673995362.0,Pengembangan,Financials,655.0,1751466962110.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-06-01,2023-01-06,1.0,655.0,0.7151,-0.2456,0.0665
BPII,Batavia Prosperindo Internasio,2014-07-08,562224662.0,Pengembangan,Financials,10700.0,6015803883400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-07-08,2023-01-06,1.0,10700.0,0.4702,0.1412,0.0107
BPTR,Batavia Prosperindo Trans Tbk.,2018-07-09,1550000000.0,Utama,Transportation & Logistic,193.0,299150000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-09,2022-12-30,1.0,193.0,0.0838,0.0142,0.0023
BRAM,Indo Kordsa Tbk.,1990-09-05,450000000.0,Utama,Consumer Cyclicals,8175.0,3678750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,8175.0,0.749,0.0859,0.0153
BRIS,Bank Syariah Indonesia Tbk.,2018-05-09,40717924372.0,Utama,Financials,1390.0,56597914877080.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-09,2023-01-06,1.0,1390.0,0.4539,0.235,0.0699
BRMS,Bumi Resources Minerals Tbk.,2010-12-09,141784040338.0,Pengembangan,Basic Materials,152.0,21551174131376.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-12-09,2023-01-06,1.0,152.0,0.1726,0.0564,0.0184
BRNA,Berlina Tbk.,1989-11-06,979110000.0,Pengembangan,Basic Materials,970.0,949736700000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,970.0,0.0563,0.407,0.0586
BRPT,Barito Pacific Tbk.,1993-10-01,93747218044.0,Utama,Basic Materials,820.0,76872718796080.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,820.0,0.6416,0.4516,0.0755
BSBK,Wulandari Bangun Laksana Tbk.,2022-11-08 00:00:00,25091713397.0,Utama,Properties & Real Estate,138.0,3462656448786.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06,1.0,138.0,0.265,0.3696,0.0429
BSDE,Bumi Serpong Damai Tbk.,2008-06-06,21171365812.0,Utama,Properties & Real Estate,905.0,19160086059860.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-06-06,2023-01-06,1.0,905.0,0.5738,0.4274,0.0638
BSIM,Bank Sinarmas Tbk.,2010-12-13,19517921842.0,Utama,Financials,865.0,16883002393330.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-12-13,2023-01-06,1.0,865.0,0.27,-0.1229,0.04
BSML,Bintang Samudera Mandiri Lines,2021-12-16,1850225000.0,Pengembangan,Energy,322.0,595772450000.0,2021-12-16 09:00:00,2023-01-06 15:59:00,2021-12-16 09:00:00,2023-01-06 15:00:00,2021-12-16,2023-01-06,1.0,322.0,0.7779,-0.2249,0.0014
BSSR,Baramulti Suksessarana Tbk.,2012-11-08,2616500000.0,Pengembangan,Energy,4110.0,10753815000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-11-08,2023-01-06,1.0,4110.0,0.2865,-0.0106,0.0112
BSWD,Bank Of India Indonesia Tbk.,2002-05-01,1374912000.0,Pengembangan,Financials,1375.0,1890504000000.0,,,,,2002-05-01,2023-01-06,1.0,1375.0,0.6639,-0.1191,0.0326
BTEK,Bumi Teknokultura Unggul Tbk,2004-05-14,46277496376.0,Pengembangan,Consumer Non-Cyclicals,50.0,2313874818800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-05-14,2023-01-06,1.0,50.0,0.2617,0.016,0.0309
BTEL,Bakrie Telecom Tbk.,2006-02-03,36822665755.0,Utama,Infrastructures,50.0,1841133287750.0,,,,,2006-02-03,2023-01-06,1.0,50.0,0.4538,0.4562,0.0242
BTON,Betonjaya Manunggal Tbk.,2001-07-18,720000000.0,Pengembangan,Basic Materials,432.0,311040000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-07-18,2023-01-06,1.0,432.0,0.5487,-0.2416,0.0048
BTPN,Bank BTPN Tbk.,2008-03-12,8066054461.0,Utama,Financials,2530.0,20407117786330.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-03-12,2023-01-06,1.0,2530.0,0.2999,0.3106,0.0435
BTPS,Bank BTPN Syariah Tbk.,2018-05-08,7626663000.0,Utama,Financials,2620.0,19981857060000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-08,2023-01-06,1.0,2620.0,0.2139,-0.1905,0.0061
BUAH,Segar Kumala Indonesia Tbk.,2022-08-09,1000000000.0,Pengembangan,Consumer Non-Cyclicals,975.0,975000000000.0,2022-08-09 09:00:00,2023-01-06 15:59:00,2022-08-09 09:00:00,2023-01-06 15:00:00,2022-08-09,2023-01-06,1.0,975.0,0.6213,-0.1143,0.0789
BUDI,Budi Starch & Sweetener Tbk.,1995-05-08,4498997362.0,Utama,Consumer Non-Cyclicals,222.0,998777414364.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,222.0,0.7903,-0.1348,0.0595
BUKA,Bukalapak.com Tbk.,2021-08-06,103062019354.0,Pengembangan,Technology,254.0,26177752915916.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-08-06 09:00:00,2023-01-06 15:00:00,2021-08-06,2023-01-06,1.0,254.0,0.7579,-0.1135,0.0072
BUKK,Bukaka Teknik Utama Tbk.,2015-06-29,2640452000.0,Pengembangan,Infrastructures,1085.0,2864890420000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-06-29,2023-01-06,1.0,1085.0,0.1068,-0.1141,0.0008
BULL,Buana Lintas Lautan Tbk.,2011-05-23,14117599210.0,Utama,Energy,161.0,2272933472810.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-05-23,2023-01-06,1.0,161.0,0.5563,0.4679,0.0365
BUMI,Bumi Resources Tbk.,1990-07-30,115634113853.0,Pengembangan,Energy,148.0,17113848850244.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,148.0,0.7676,0.0401,0.0198
BUVA,Bukit Uluwatu Villa Tbk.,2010-07-12,6811269200.0,Pengembangan,Consumer Cyclicals,60.0,408676152000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-07-12,2023-01-06,1.0,60.0,0.7138,0.0492,0.0408
BVIC,Bank Victoria International Tb,1999-06-30,10382261242.0,Utama,Financials,108.0,1121284214136.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,108.0,0.1524,0.2028,0.029
BWPT,Eagle High Plantations Tbk.,2009-10-27,31525291000.0,Utama,Consumer Non-Cyclicals,65.0,2049143915000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-10-27,2023-01-06,1.0,65.0,0.5939,-0.1296,0.0027
BYAN,Bayan Resources Tbk.,2008-08-12,3333333500.0,Utama,Energy,20575.0,68583336762500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-08-12,2023-01-06,1.0,20575.0,0.7849,0.2146,0.0682
CAKK,Cahayaputra Asa Keramik Tbk.,2018-10-31,1203300219.0,Pengembangan,Industrials,175.0,210577538325.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-31,2023-01-06,1.0,175.0,0.7779,0.1267,0.0311
CAMP,Campina Ice Cream Industry Tbk,2017-12-19,5885000000.0,Utama,Consumer Non-Cyclicals,312.0,1836120000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-19,2023-01-06,1.0,312.0,0.6075,0.3619,0.0591
CANI,Capitol Nusantara Indonesia Tb,2014-01-16,833440000.0,Pengembangan,Energy,78.0,65008320000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-01-16,2023-01-06,1.0,78.0,0.0925,0.0295,0.0331
CARE,Metro Healthcare Indonesia Tbk,2020-03-13,33250000000.0,Pengembangan,Healthcare,474.0,15760500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-03-13,2023-01-06,1.0,474.0,0.3802,-0.0076,0.0503
CARS,Industri dan Perdagangan Bintr,2017-04-10,15000000000.0,Utama,Consumer Cyclicals,76.0,1140000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-04-10,2023-01-06,1.0,76.0,0.3184,-0.0091,0.0126
CASA,Capital Financial Indonesia Tb,2016-07-19,54476269803.0,Pengembangan,Financials,710.0,38678151560130.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-07-19,2023-01-06,1.0,710.0,0.8433,-0.2078,0.0148
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04,1431125517.0,Akselerasi,Technology,123.0,176028438591.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-05-04 09:00:00,2023-01-06 15:00:00,2020-05-04,2023-01-06,1.0,123.0,0.312,0.1477,0.0396
CASS,Cardig Aero Services Tbk.,2011-12-05,2086950000.0,Pengembangan,Infrastructures,412.0,859823400000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-12-05,2023-01-06,1.0,412.0,0.6453,0.1895,0.0372
CBMF,Cahaya Bintang Medan Tbk.,2020-04-09,1875000000.0,Pengembangan,Consumer Cyclicals,50.0,93750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-04-09,2023-01-06,1.0,50.0,0.3126,0.2556,0.0118
CBPE,Citra Buana Prasida Tbk.,2023-01-06 00:00:00,1356250000.0,Pengembangan,Properties & Real Estate,149.0,202081250000.0,2023-01-06 09:00:00,2023-01-06 15:59:00,2023-01-06 09:00:00,2023-01-06 15:00:00,2023-01-06,2023-01-06,1.0,149.0,0.5606,0.4587,0.0524
CBUT,Citra Borneo Utama Tbk.,2022-11-08 00:00:00,3125000000.0,Utama,Consumer Non-Cyclicals,1935.0,6046875000000.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06,1.0,1935.0,0.1632,0.0242,0.0097
CCSI,Communication Cable Systems In,2019-06-18,1199999998.0,Pengembangan,Industrials,670.0,803999998660.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-18,2023-01-06,1.0,670.0,0.8498,0.1576,0.0278
CEKA,Wilmar Cahaya Indonesia Tbk.,1996-07-09,595000000.0,Utama,Consumer Non-Cyclicals,1975.0,1175125000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1975.0,0.601,0.2083,0.0226
CENT,Centratama Telekomunikasi Indo,2001-11-01,31183464900.0,Pengembangan,Infrastructures,107.0,3336630744300.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-11-01,2023-01-06,1.0,107.0,0.6624,0.205,0.0495
